Qno.,word,FClass,CClass
654,Chicago Bulls beat 1993 championship,gr,HUM
655,first American encyclopedia published,date,NUM
656,tallest building New York City,other,LOC
657,Easter Sunday date determined,manner,DESC
658,Motto State Maryland,desc,DESC
659,Desmond Tutu,desc,HUM
660,can find information Narragansett Indians tribes Rhode Island,other,LOC
661,Name tiger extinct .,animal,ENTY
662,many quarters equal pound,count,NUM
663,kind books Fodor publish,cremat,ENTY
664,"first names Rowan Martin , stars TV Laugh-In",ind,HUM
665,chapter Bible verses,ord,NUM
666,worst US President ever,ind,HUM
667,Asian leader known Little Brown Saint,ind,HUM
668,abbreviated expression National Bureau Investigation,abb,ABBR
669,fast fastest car go,speed,NUM
670,highest mountain world,mount,LOC
671,arch can see Place de la Concorde,other,LOC
672,sings song `` Drink thine eyes '' Ben Johnson,ind,HUM
673,long person wash hands clean,period,NUM
674,way turn Bic increase flame - clockwise counterclockwise,other,LOC
675,wealthiest country world,country,LOC
676,can find phone number someone know email address,manner,DESC
677,can contact play producers promoters on-line,manner,DESC
678,monarch United Kingdom,ind,HUM
679,fear passing high objects,dismed,ENTY
680,players try music stops game musical chairs,desc,DESC
681,top ten common girl names US,ind,HUM
682,black color mourning West,reason,DESC
683,rarest coin,other,ENTY
684,Judith Rossner novel made film starring Diane Keaton,cremat,ENTY
685,country Australia largest export market,country,LOC
686,Kentucky Horse Park located,other,LOC
687,fear parasites,dismed,ENTY
688,Olympic Games Nadia Comaneci become popular,sport,ENTY
689,data collection tourism,ind,HUM
690,name daughter Virginia chief Powhatan married John Rolfe,ind,HUM
691,leading pecan peanut growing state,state,LOC
692,nihilist believe,desc,DESC
693,Richard Feynman say upon hearing receive Nobel Prize Physics,desc,DESC
694,"sport following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , 19",sport,ENTY
695,four famous founders United Artists,ind,HUM
696,2 statues France give countries,cremat,ENTY
697,amphibians,def,DESC
698,many sperm cells average ejaculation,count,NUM
699,Name disposable razor `` costs 19 cents . '',product,ENTY
700,far run hit home run,dist,NUM
701,U.S. President wear Nazi uniform,ind,HUM
702,Woodrow Wilson served president university,gr,HUM
703,tropical rain forest distributions,other,LOC
704,nickname oddsmaker Jimmy Snyder,ind,HUM
705,fear loved,dismed,ENTY
706,number people Randy Steven Craft convicted killing,other,NUM
707,Queen Victoria title regarding India,title,HUM
708,hydrogen bomb different nuclear bomb,manner,DESC
709,far can man travel outer space,dist,NUM
710,Lincoln assassinated,other,LOC
711,type food makes fat,food,ENTY
712,name chronic neurological autoimmune disease attacks protein sheath surrounds nerve cells causing gradual loss movement body,dismed,ENTY
713,U.S. highway death toll 1969,count,NUM
714,"kind animals Dorsets , Lincolns , Oxfords Southdowns",animal,ENTY
715,shortest longest songs ever produced,cremat,ENTY
716,letter right K typewriter keyboard,letter,ENTY
717,"origin meaning name , `` Hajo ''",desc,DESC
718,plural gulf,word,ENTY
719,Whose autobiography titled Yes Can,ind,HUM
720,year United States pass Copyright law,date,NUM
721,percentage Americans homes,perc,NUM
722,first day week,date,NUM
723,city President William McKinley shot,city,LOC
724,city world longest subway system,city,LOC
725,"claimed killed 4 , 280 buffalo food crew building Kansas Pacific Railway",ind,HUM
726,Bombay duck,def,DESC
727,many degrees cooler inside cucumber air outside,count,NUM
728,double talking `` professor '' holds doctorate Nothing,ind,HUM
729,five expensive cities world,city,LOC
730,19th-century writer country estate Hudson dubbed Sunnyside,ind,HUM
731,many layers yellow paint Faber Mongol pencil lucky enough sprayed,count,NUM
732,virtual IP address,def,DESC
733,name cook Rawhide,ind,HUM
734,county Chicago,other,LOC
735,wingspan condor,dist,NUM
736,facial feature typically contains 55 hairs,desc,DESC
737,"named Admiral Ocean Seas Viceroy Governor General islands might discover , also granted 10-?? profits voyage .",ind,HUM
738,can transport files one computer another,manner,DESC
739,literary term play words,termeq,ENTY
740,color horses,color,ENTY
741,average daycare provider get paid New England,money,NUM
742,author landed 468-pound marlin without harness early 193,ind,HUM
743,many Americans fought British American Revolution,count,NUM
744,kind education need become flight attendant,other,ENTY
745,two languages Malta,lang,ENTY
746,many oceans name,count,NUM
747,happened Blackhawk Indian war 1832,desc,DESC
748,many pairs legs lobster,count,NUM
749,Latin ante mortem mean,def,DESC
750,name Shawn mean,def,DESC
751,Danube,other,LOC
752,"lawyer won largest divorce settlement , $85 million , U.S. history Sheika Dena Al-Farri",ind,HUM
753,call group geese,animal,ENTY
754,"delivered last newscast March 6 , 1981",ind,HUM
755,"many times `` Louie , Louie '' recorded",count,NUM
756,Answers.com different KnowPost.com,manner,DESC
757,longest place name U.S.,other,LOC
758,percent liked Thatcher power decade,perc,NUM
759,"Buzz Aldrin want build permanent , manned space station",other,LOC
760,Mel Gibson first movie,cremat,ENTY
761,L.A. office Shea Gould closed,reason,DESC
762,start bank,manner,DESC
763,Ouija Boards work,manner,DESC
764,horse Zorro ride,animal,ENTY
765,get broken cork bottle,manner,DESC
766,can find correct tabs Third Eye Blind songs,other,LOC
767,determine heating requirements home,manner,DESC
768,former major-league left-handed baseball pitcher known `` Space Man '',ind,HUM
769,"hair care product told us `` hate gray , wash away ''",product,ENTY
770,chicken cross road,reason,DESC
771,Michelangelo last name,ind,HUM
772,Barbara Jordan,desc,HUM
773,Democratic nominee American presidential election,ind,HUM
774,Connecticut first constitution called,cremat,ENTY
775,historical event happened Dogtown 1899,event,ENTY
776,done millennium bug,def,DESC
777,claim fame King Camp Gillette,reason,DESC
778,common kind skin cancer U.S.,dismed,ENTY
779,Olestra,def,DESC
780,Asian country bill rights cows,country,LOC
781,many fingers used draw bow,count,NUM
782,two plants clothes made,plant,ENTY
783,Hurricane Hugo,date,NUM
784,heavily caffeinated soft drink,food,ENTY
785,President-to-be first member Congress enlist following attack Pearl Harbor,ind,HUM
786,price Varian Associates ' vacuum products division,money,NUM
787,`` Great Depression '',date,NUM
788,language mostly spoken Brazil,lang,ENTY
789,college produced winning Super Bowl quarterbacks,gr,HUM
790,solve `` Rubik Cube '',manner,DESC
791,prepared mustard,def,DESC
792,classical Spanish writer warned : `` glitters gold '',ind,HUM
793,`` antidisestablishmentarianism '' mean,def,DESC
794,actor married John F. Kennedy sister,ind,HUM
795,topophobic actor suffer,dismed,ENTY
796,fired Maria Ybarra position San Diego council,ind,HUM
797,"italian artist , Maurizio Pellegrin , old",period,NUM
798,type hunting retrievers used,other,ENTY
799,Colin Powell best known,reason,DESC
800,first black golfer tee Masters,ind,HUM
801,city setting Puccini opera La Boheme,city,LOC
802,U.S. President showed fondness munching bee pollen bars,ind,HUM
803,measured curies,def,DESC
804,Whose cover employee Universal Import Export,ind,HUM
805,former president daughter written book titled Murder White House,ind,HUM
806,fictional character known `` melancholy Dane '',ind,HUM
807,Italy largest producer,product,ENTY
808,longtime game show host dropped dead jogging Central Park 1984,ind,HUM
809,"meaning W.B. Yeat poem , `` Three Hermits ''",def,DESC
810,`` filthiest people alive '',ind,HUM
811,infectious disease world deadliest,dismed,ENTY
812,Spumante,def,DESC
813,year Ireland elect first woman president,date,NUM
814,isthmus,def,DESC
815,name orca died fungal infection,animal,ENTY
816,Mozambique located,other,LOC
817,Mississippi state animal,animal,ENTY
818,origin word ` news ',desc,DESC
819,Dan Aykroyd John Belushi quit Saturday Night Live become,other,ENTY
820,many months normal human pregnancy last,count,NUM
821,fuel injectors work,manner,DESC
822,can school march Macy Thanksgiving Parade,manner,DESC
823,real name disc jockey `` Wolfman Jack '',ind,HUM
824,Italian liner hijacked 1985,veh,ENTY
825,city houses U.S. headquarters Procter Gamble,city,LOC
826,soap touted `` people like people '',product,ENTY
827,much minimum wage 1991,money,NUM
828,NAFTA stand,exp,ABBR
829,invented silly putty,ind,HUM
830,"new middle school built Philadelphia , Pennsylvania last year",gr,HUM
831,patented first phonograph,ind,HUM
832,tips building fire fireplace,techmeth,ENTY
833,manatees eat,food,ENTY
834,say 2 Latin,termeq,ENTY
835,popular songs types songs 1920s,cremat,ENTY
836,many Vietnamese Soviet Union,count,NUM
837,November birthstone,other,ENTY
838,Certified Nurse Midwife,def,DESC
839,"average , many miles moon",count,NUM
840,created private detective Philip Marlowe,ind,HUM
841,"Boris Pasternak book sold 5 , 0 copies become fiction best-seller 1958",cremat,ENTY
842,origin expression `` tout de suite '',desc,DESC
843,longest English word,word,ENTY
844,purpose car bra,reason,DESC
845,D.B. Cooper known,reason,DESC
846,Colin Powell,desc,HUM
847,species colt,animal,ENTY
848,full name PLO,exp,ABBR
849,smallest country Africa,country,LOC
850,coined term NN cyberspace `` novel NN Neuromancer '',ind,HUM
851,age followed Bronze Age,event,ENTY
852,profession,title,HUM
853,full name man invented multicolored game cube 42.3 quintillion potential combinations,ind,HUM
854,word LASER mean,exp,ABBR
855,name `` Anthony '' mean,def,DESC
856,Lauren Bacall first husband,ind,HUM
857,rhomboideus minor,def,DESC
858,many hands Bjorn Borg use hitting forehand,count,NUM
859,many people died D-Day,count,NUM
860,"U.S. Congressman said : `` Keep faith , baby '' .",ind,HUM
861,created character Scrooge,ind,HUM
862,student population University Massachusetts Amherst,other,NUM
863,Windsor Castle,other,LOC
864,Dow first reach,date,NUM
865,people recruited Vietnam War,reason,DESC
866,party Winston Churchill member,gr,HUM
867,American League baseball team worst finish 1926 1964 fourth,gr,HUM
868,can find names 15 Pokemon,other,LOC
869,state Martha Stewart live,state,LOC
870,killer whale died Sea World fungal infection,animal,ENTY
871,Benelux countries,country,LOC
872,Petrified Forest,other,LOC
873,language spoken Sioux,lang,ENTY
874,Tornado Alley,other,LOC
875,author `` John Brown Body '',ind,HUM
876,American poet wrote : `` Good fences make good neighbors '',ind,HUM
877,state U.S. blacks,state,LOC
878,electric cars less efficient northeast California,reason,DESC
879,occupation Mandy Rice-Davies,title,HUM
880,city Maurizio Pellegrin lives called,city,LOC
881,painted Sistine Chapel,ind,HUM
882,Name various costumed personas Dr. Henry Pym .,ind,HUM
883,breed dog `` Little Rascals '' dog,animal,ENTY
884,living conditions Cuba,desc,DESC
885,color school buses,color,ENTY
886,oldest website Internet,other,LOC
887,"events happened January 26 , 1978",event,ENTY
888,explorers followed Columbus Americas,ind,HUM
889,actress Goldie Hawn current actor boyfriend,ind,HUM
890,banned Peter Rose baseball betting games,ind,HUM
891,seven virtues,def,DESC
892,name `` Little Rascals '' known,termeq,ENTY
893,San Francisco fire,date,NUM
894,fear food,dismed,ENTY
895,"many casinos Atlantic City , NJ",count,NUM
896,year Vietnam War end,date,NUM
897,names Richard Nixon two daughters,ind,HUM
898,word broken glass sharp rocks embedded cement top wall,word,ENTY
899,chromosome number elephant,count,NUM
900,organization founded Rev. Jerry Falwell,gr,HUM
901,longest river world,other,LOC
902,soft drink Madonna advertise,food,ENTY
903,company bought Yahoo much deal worth,gr,HUM
904,Berlin Brandenburg gate erected,date,NUM
905,many double-word-score spaces Scrabble Crossword Game board,count,NUM
906,year Germany sign nonaggression pact Soviet Union,date,NUM
907,mountain range traversed highest railroad world,mount,LOC
908,American soldiers WWI called `` Doughboys '',reason,DESC
909,nicknamed Little Corporal,ind,HUM
910,many CDs Garth Brooks sold,count,NUM
911,Name vessel used Atari Force DC comics .,veh,ENTY
912,leading medical groups specializing lung diseases,other,LOC
913,"can find online spelling , punctuation drills 6th grader",manner,DESC
914,sacred river India,other,LOC
915,Stefan Edberg native country,country,LOC
916,gland humans can regenerate,body,ENTY
917,many Gutenberg Bibles,count,NUM
918,Name largest country South America .,country,LOC
919,astronomical phenomenon takes place Jan. 1999,event,ENTY
920,information can get Fairground Park St. Louis,desc,DESC
921,American folk hero John Chapman nickname,ind,HUM
922,difference median mean,desc,DESC
923,top box office movie April 1998,cremat,ENTY
924,makes thunder,reason,DESC
925,author photographer Yousuf Karsh call `` shiest man ever met '',ind,HUM
926,"largest clock , diameter wise , Europe",other,ENTY
927,plant rum made,plant,ENTY
928,country Godiva chocolates,country,LOC
929,"Name poet poem begins : know much gods ; think river strong brown god-sullen , untamed",ind,HUM
930,condiment sold patent medicine,food,ENTY
931,U.S. state records least rainfall,state,LOC
932,world enter global depression 1929,reason,DESC
933,"archy , mehitabel",def,DESC
934,Texas city got name Spanish `` yellow '',city,LOC
935,chemicals used glowsticks,substance,ENTY
936,country Nile River originate,country,LOC
937,color tennis balls,color,ENTY
938,barroom judge called Law West Pecos,ind,HUM
939,excuse NATO people give hitting Chinese embassy,desc,DESC
940,President Costa Rica 1994,ind,HUM
941,sports event Meyer Wolfsheim supposed fixed Great Gatsby,sport,ENTY
942,country best defensive position board game Diplomacy,country,LOC
943,two countries share Khyber Pass,country,LOC
944,chairman Senate select committee tried get bottom Watergate,ind,HUM
945,origin surname Braun,desc,DESC
946,"card game variations called Canfield , Klondike Spider",sport,ENTY
947,Australia Day,def,DESC
948,mammal North America world longest-lived size,animal,ENTY
949,Chivington Massacre,def,DESC
950,"actor starred 1980 Blue Lagoon , 1982 Pirate Movie 1983 Night Heaven",ind,HUM
951,many home runs Lou Gehrig career,count,NUM
952,city headquarters Sinn Fein,city,LOC
953,can find information George Bush,other,LOC
954,voice Miss Piggy,ind,HUM
955,dialogue circle cartoons called,termeq,ENTY
956,"word camaro mean , GM car Camaro",def,DESC
957,replaced Bert Parks host Miss America Pageant,ind,HUM
958,many boys play game Winslow Homer 1872 painting Snap Whip,count,NUM
959,AIM-54C Phoenix,def,DESC
960,sheep shorn,date,NUM
961,sport Chris Jogis top player,sport,ENTY
962,second-largest island world,other,LOC
963,definition low island,def,DESC
964,century Captain Video live,date,NUM
965,types water pollution,other,ENTY
